,airline,airline_id,source,source_id,dest,dest_id,codeshare,stops,equipment,distance,from_to
2962,7S,\N,KLG,5964,RSH,7098,,0, CNA,18.68411732017117,KLG_RSH_7S
2963,7S,\N,RSH,7098,ANI,5967,,0,,13.153664642202106,RSH_ANI_7S
2964,7S,\N,SHX,7090,ANI,5967,,0,,15.797145132659704,SHX_ANI_7S
2977,8D,1109,ADQ,3531,AKK,7160,,0,CNA,16.32088811385432,ADQ_AKK_8D
2981,8D,1109,AKK,7160,ADQ,3531,,0,CNA,15.788559597174665,AKK_ADQ_8D
2985,8E,1472,ABL,7177,OTZ,3693,,0,CNC,15.969394759585857,ABL_OTZ_8E
2986,8E,1472,ABL,7177,SHG,7117,,0,CNC,12.864193122354939,ABL_SHG_8E
2987,8E,1472,BKC,7178,DRG,6755,,0,CNC,33.304220033893756,BKC_DRG_8E
2988,8E,1472,BKC,7178,OTZ,3693,,0,CNC,26.0745880056735,BKC_OTZ_8E
2989,8E,1472,DRG,6755,BKC,7178,,0,CNC,3.266081811181592,DRG_BKC_8E
2990,8E,1472,DRG,6755,OTZ,3693,,0,CNC,3.882829958916419,DRG_OTZ_8E
2991,8E,1472,ELI,7184,GLV,7185,,0,PA2,5.461537668492035,ELI_GLV_8E
2992,8E,1472,ELI,7184,KKA,7190,,0,CNC,45.042729078997645,ELI_KKA_8E
2993,8E,1472,ELI,7184,OME,3615,,0,CNC,9.956593929742603,ELI_OME_8E
2994,8E,1472,GAM,6715,OME,3615,,0,BE1,8.98693876363298,GAM_OME_8E
2995,8E,1472,GAM,6715,SVA,6724,,0,BE1,30.90389351961192,GAM_SVA_8E
2996,8E,1472,GLV,7185,ELI,7184,,0,CNC,15.900588582116233,GLV_ELI_8E
2997,8E,1472,GLV,7185,WMO,7188,,0,PA2,24.148020084849104,GLV_WMO_8E
2998,8E,1472,IAN,7179,ORV,7181,,0,CNC,4.048908453407014,IAN_ORV_8E
2999,8E,1472,IAN,7179,OTZ,3693,,0,CNC,12.864193122354939,IAN_OTZ_8E
3000,8E,1472,KKA,7190,OME,3615,,0,CNC,41.62360254193453,KKA_OME_8E
3001,8E,1472,KKA,7190,SKK,7192,,0,CNC,45.12881697238158,KKA_SKK_8E
3002,8E,1472,KTS,7183,OME,3615,,0,CNC,44.89446620728744,KTS_OME_8E
3003,8E,1472,KTS,7183,WAA,7187,,0,CNC,14.345601451840645,KTS_WAA_8E
3004,8E,1472,KVL,6719,OTZ,3693,,0,CNC,19.619038741916146,KVL_OTZ_8E
3006,8E,1472,LUR,3413,OTZ,3693,,0,CNC,14.189201524932272,LUR_OTZ_8E
3007,8E,1472,OBU,7180,ABL,7177,,0,CNC,15.319508457903284,OBU_ABL_8E
3008,8E,1472,OBU,7180,OTZ,3693,,0,CNC,49.06929860505152,OBU_OTZ_8E
3009,8E,1472,OME,3615,ELI,7184,,0,PA2,38.90615961807177,OME_ELI_8E
3010,8E,1472,OME,3615,GAM,6715,,0,BE1,4.5909178608414924,OME_GAM_8E
3011,8E,1472,OME,3615,KKA,7190,,0,CNC,6.91119384472196,OME_KKA_8E
3012,8E,1472,OME,3615,OTZ,3693,,0,PA2,4.615764875883098,OME_OTZ_8E
3013,8E,1472,OME,3615,SHH,6723,,0,BE1,16.202869660873322,OME_SHH_8E
3014,8E,1472,OME,3615,SVA,6724,,0,BE1,44.12518336616964,OME_SVA_8E
3015,8E,1472,OME,3615,TLA,7186,,0,CNC,11.294311590357093,OME_TLA_8E
3016,8E,1472,OME,3615,TNC,7194,,0,CNC,49.005465167552785,OME_TNC_8E
3017,8E,1472,OME,3615,UNK,7088,,0,PA2,48.68989795253626,OME_UNK_8E
3019,8E,1472,OME,3615,WMO,7188,,0,CNC,38.19938570390547,OME_WMO_8E
3020,8E,1472,ORV,7181,IAN,7179,,0,CNC,47.851623936358685,ORV_IAN_8E
3021,8E,1472,ORV,7181,OTZ,3693,,0,CNC,15.887842454181845,ORV_OTZ_8E
3022,8E,1472,OTZ,3693,ABL,7177,,0,CNC,3.3947896540225138,OTZ_ABL_8E
3023,8E,1472,OTZ,3693,BKC,7178,,0,CNC,15.395529820411067,OTZ_BKC_8E
3024,8E,1472,OTZ,3693,DRG,6755,,0,CNC,44.59182495321799,OTZ_DRG_8E
3025,8E,1472,OTZ,3693,IAN,7179,,0,CNC,41.62360254193453,OTZ_IAN_8E
3026,8E,1472,OTZ,3693,KVL,6719,,0,CNC,3.7574540461842654,OTZ_KVL_8E
3027,8E,1472,OTZ,3693,OME,3615,,0,PA2,48.14510938952077,OTZ_OME_8E
3028,8E,1472,OTZ,3693,ORV,7181,,0,CNC,39.05640702808821,OTZ_ORV_8E
3030,8E,1472,OTZ,3693,SHG,7117,,0,CNC,15.9895268578373,OTZ_SHG_8E
3031,8E,1472,OTZ,3693,WLK,7182,,0,CNC,14.414167088282756,OTZ_WLK_8E
3032,8E,1472,OTZ,3693,WTK,6725,,0,CNC,15.406703151996066,OTZ_WTK_8E
3035,8E,1472,SHG,7117,OBU,7180,,0,CNC,15.456053575575243,SHG_OBU_8E
3036,8E,1472,SHH,6723,OME,3615,,0,BE1 CNC,20.80009741877745,SHH_OME_8E
3037,8E,1472,SKK,7192,KKA,7190,,0,CNC,47.91518401169861,SKK_KKA_8E
3038,8E,1472,SKK,7192,OME,3615,,0,CNC,41.017856759076324,SKK_OME_8E
3039,8E,1472,SKK,7192,UNK,7088,,0,CNC,44.89446620728744,SKK_UNK_8E
3040,8E,1472,SMK,7191,UNK,7088,,0,BE1,3.7574540461842654,SMK_UNK_8E
3042,8E,1472,SVA,6724,GAM,6715,,0,BE1,12.582660599715012,SVA_GAM_8E
3043,8E,1472,SVA,6724,OME,3615,,0,BE1,14.251070870245591,SVA_OME_8E
3044,8E,1472,TLA,7186,KTS,7183,,0,CNC,5.68186656837893,TLA_KTS_8E
3045,8E,1472,TNC,7194,WAA,7187,,0,CNC,9.311765087102508,TNC_WAA_8E
3046,8E,1472,UNK,7088,OME,3615,,0,BE1,5.968140994507764,UNK_OME_8E
3047,8E,1472,UNK,7088,SKK,7192,,0,CNC,16.455839610023126,UNK_SKK_8E
3048,8E,1472,UNK,7088,SMK,7191,,0,CNC PA2,16.028444972534245,UNK_SMK_8E
3049,8E,1472,WAA,7187,OME,3615,,0,CNC,17.330598208876285,WAA_OME_8E
3050,8E,1472,WAA,7187,SHH,6723,,0,CNC,14.738109628037394,WAA_SHH_8E
3054,8E,1472,WLK,7182,OTZ,3693,,0,CNC,14.345601451840645,WLK_OTZ_8E
3055,8E,1472,WMO,7188,GLV,7185,,0,CNC,14.414167088282756,WMO_GLV_8E
3056,8E,1472,WMO,7188,OME,3615,,0,PA2,16.747374664450433,WMO_OME_8E
3057,8E,1472,WTK,6725,KVL,6719,,0,CNC,16.575870938880406,WTK_KVL_8E
3058,8E,1472,WTK,6725,OTZ,3693,,0,CNC,9.91386033993688,WTK_OTZ_8E
3364,8V,55,AET,6839,BTT,3417,,0,CNC,25.726089483271625,AET_BTT_8V
3365,8V,55,AET,6839,FAI,3832,,0,CNC,23.038905629250458,AET_FAI_8V
3366,8V,55,AET,6839,HUS,7107,,0,CNC,5.072103111719381,AET_HUS_8V
3367,8V,55,AKP,6712,BTT,3417,,0,CNC,16.010783125223476,AKP_BTT_8V
3368,8V,55,AKP,6712,FAI,3832,,0,PAG,13.085716382664282,AKP_FAI_8V
3369,8V,55,ARC,6729,VEE,7114,,0,CNC,12.119938442244207,ARC_VEE_8V
3370,8V,55,BTT,3417,AET,6839,,0,CNC,14.059128846798675,BTT_AET_8V
3371,8V,55,BTT,3417,AKP,6712,,0,CNC,12.34913220458301,BTT_AKP_8V
3372,8V,55,BTT,3417,FAI,3832,,0,CNC,15.516643863212831,BTT_FAI_8V
3373,8V,55,FAI,3832,AET,6839,,0,CNC,15.969394759585857,FAI_AET_8V
3374,8V,55,FAI,3832,AKP,6712,,0,PAG,3.266081811181592,FAI_AKP_8V
3375,8V,55,FAI,3832,BTT,3417,,0,CNC,44.59182495321799,FAI_BTT_8V
3376,8V,55,FAI,3832,FYU,3420,,0,CNC,48.14510938952077,FAI_FYU_8V
3377,8V,55,FAI,3832,GAL,3764,,0,CNC,3.277321306678888,FAI_GAL_8V
3380,8V,55,FAI,3832,RBY,6722,,0,CNC,11.75575335653785,FAI_RBY_8V
3382,8V,55,FYU,3420,FAI,3832,,0,CNC,7.967669196791172,FYU_FAI_8V
3383,8V,55,FYU,3420,VEE,7114,,0,CNC,41.003088633461665,FYU_VEE_8V
3384,8V,55,GAL,3764,KAL,6717,,0,CNC,3.7980898448693283,GAL_KAL_8V
3385,8V,55,GAL,3764,NUL,7111,,0,CNC,2.2891082720134546,GAL_NUL_8V
3386,8V,55,HSL,7108,HUS,7107,,0,CNC,1.7716568973529916,HSL_HUS_8V
3387,8V,55,HSL,7108,RBY,6722,,0,CNC,5.192404487510915,HSL_RBY_8V
3389,8V,55,HUS,7107,FAI,3832,,0,CNC,15.63722394646057,HUS_FAI_8V
3391,8V,55,KAL,6717,HSL,7108,,0,CNC,3.7640690060149287,KAL_HSL_8V
3393,8V,55,KYU,7208,FAI,3832,,0,CNC,4.678207349266973,KYU_FAI_8V
3395,8V,55,NUL,7111,KYU,7208,,0,CNC,5.319362260347305,NUL_KYU_8V
3396,8V,55,RBY,6722,FAI,3832,,0,CNC,14.619096062036668,RBY_FAI_8V
3401,8V,55,VEE,7114,ARC,6729,,0,CNC,3.239303023772358,VEE_ARC_8V
3402,8V,55,VEE,7114,FYU,3420,,0,CNC,17.509534881876228,VEE_FYU_8V
3559,9E,3976,ATL,3682,AZO,4039,,0,CRJ,9.885451421096532,ATL_AZO_9E
3560,9E,3976,ATL,3682,CHA,3578,,0,CRJ,8.363821114942326,ATL_CHA_9E
3561,9E,3976,ATL,3682,CID,4043,,0,CRJ,4.190566371870476,ATL_CID_9E
3562,9E,3976,ATL,3682,CRW,4285,,0,CRJ,1.7035059140461422,ATL_CRW_9E
3563,9E,3976,ATL,3682,CVG,3488,,0,CR9 ,7.401832480049363,ATL_CVG_9E
3564,9E,3976,ATL,3682,EVV,4018,,0,CRJ,2.261977043486501,ATL_EVV_9E
3565,9E,3976,ATL,3682,FWA,4041,,0,CRJ,4.223566838733543,ATL_FWA_9E
3566,9E,3976,ATL,3682,GSO,4008,,0,CR9,3.4257836004336304,ATL_GSO_9E
3567,9E,3976,ATL,3682,GSP,4034,,0,CRJ,6.814637050042806,ATL_GSP_9E
3568,9E,3976,ATL,3682,LAN,3544,,0,CRJ,2.4669900829450335,ATL_LAN_9E
3569,9E,3976,ATL,3682,LEX,4017,,0,CRJ,7.15400066712223,ATL_LEX_9E
3570,9E,3976,ATL,3682,MBS,4128,,0,CRJ,21.448798045555552,ATL_MBS_9E
3571,9E,3976,ATL,3682,MSP,3858,,0,,16.554415039420437,ATL_MSP_9E
3572,9E,3976,ATL,3682,ROA,4016,,0,CRJ,10.331995855963292,ATL_ROA_9E
3573,9E,3976,ATL,3682,SYR,3745,,0,CR9,6.462012873337382,ATL_SYR_9E
3574,9E,3976,ATL,3682,TYS,3676,,0,CRJ CR9,3.1821612702538213,ATL_TYS_9E
3575,9E,3976,ATL,3682,XNA,4356,,0,CRJ,5.1295237222322125,ATL_XNA_9E
3576,9E,3976,AZO,4039,ATL,3682,,0,CRJ,5.9074538903825955,AZO_ATL_9E
3577,9E,3976,CHA,3578,ATL,3682,,0,CRJ,9.30960808015032,CHA_ATL_9E
3578,9E,3976,CRW,4285,ATL,3682,,0,CRJ,16.454105527660683,CRW_ATL_9E
3579,9E,3976,CVG,3488,ATL,3682,,0,CR9 ,2.216834470605168,CVG_ATL_9E
3580,9E,3976,DTW,3645,MSY,3861,,0,CR9,5.2893526235295,DTW_MSY_9E
3581,9E,3976,EVV,4018,ATL,3682,,0,CRJ,2.270029715233695,EVV_ATL_9E
3582,9E,3976,FWA,4041,ATL,3682,,0,CRJ,7.0041442387151145,FWA_ATL_9E
3583,9E,3976,GFK,3442,TVF,7018,,0,,7.404133013814385,GFK_TVF_9E
3584,9E,3976,GSO,4008,ATL,3682,,0,CR9,9.713565182393804,GSO_ATL_9E
3585,9E,3976,GSP,4034,ATL,3682,,0,CRJ,8.312139883852563,GSP_ATL_9E
3586,9E,3976,JFK,3797,MSY,3861,,0,CR9,6.742464406784982,JFK_MSY_9E
3587,9E,3976,LAN,3544,ATL,3682,,0,CRJ,17.12413712131326,LAN_ATL_9E
3588,9E,3976,LEX,4017,ATL,3682,,0,CRJ,3.8568132377539253,LEX_ATL_9E
3589,9E,3976,LGA,3697,MSY,3861,,0,CR9,6.900630646979721,LGA_MSY_9E
3590,9E,3976,MBS,4128,ATL,3682,,0,CRJ,11.836064047340415,MBS_ATL_9E
3591,9E,3976,MDT,3542,ATL,3682,,0,CRJ,9.702789956794119,MDT_ATL_9E
3592,9E,3976,MEM,3473,MSY,3861,,0,CRJ,1.3577401211635283,MEM_MSY_9E
3593,9E,3976,MSP,3858,ATL,3682,,0,,32.384502234197754,MSP_ATL_9E
3594,9E,3976,MSP,3858,MSY,3861,,0,CR9,36.01688352441865,MSP_MSY_9E
3595,9E,3976,MSY,3861,DTW,3645,,0,CR9,4.359690246648972,MSY_DTW_9E
3596,9E,3976,MSY,3861,JFK,3797,,0,CR9,9.588819072122622,MSY_JFK_9E
3597,9E,3976,MSY,3861,LGA,3697,,0,CR9,11.605517757934944,MSY_LGA_9E
3598,9E,3976,MSY,3861,MEM,3473,,0,CRJ,1.5070135512106506,MSY_MEM_9E
3599,9E,3976,MSY,3861,MSP,3858,,0,CR9,11.728467008499035,MSY_MSP_9E
3600,9E,3976,ROA,4016,ATL,3682,,0,CRJ,13.933795119728288,ROA_ATL_9E
3601,9E,3976,SYR,3745,ATL,3682,,0,CR9,6.892321921137705,SYR_ATL_9E
3602,9E,3976,TVF,7018,GFK,3442,,0,,4.41961939104867,TVF_GFK_9E
3603,9E,3976,TYS,3676,ATL,3682,,0,CRJ CR9 ,9.76099168546909,TYS_ATL_9E
3604,9E,3976,XNA,4356,ATL,3682,,0,CRJ,11.939443109185056,XNA_ATL_9E
3605,9K,1629,ACK,3517,BOS,3448,,0,CNA,16.702419713294248,ACK_BOS_9K
3606,9K,1629,ACK,3517,EWB,5737,,0,CNA,4.602236311054016,ACK_EWB_9K
3607,9K,1629,ACK,3517,HYA,4278,Y,0,CNA,7.194766433986054,ACK_HYA_9K
3608,9K,1629,ACK,3517,MVY,4265,,0,CNA,5.786821960435575,ACK_MVY_9K
3609,9K,1629,ALB,3864,BOS,3448,,0,CNA,6.055552515192334,ALB_BOS_9K
3610,9K,1629,ALB,3864,MSS,3546,,0,CNA,10.223116048162378,ALB_MSS_9K
3611,9K,1629,ALB,3864,OGS,3724,,0,CNA,14.03486517611845,ALB_OGS_9K
3612,9K,1629,AUG,3701,BOS,3448,,0,CNA,9.611893257176774,AUG_BOS_9K
3614,9K,1629,BHB,4025,BOS,3448,,0,CNA,12.573610390267602,BHB_BOS_9K
3615,9K,1629,BIL,4021,GDV,7070,,0,CNA,4.5574002421688595,BIL_GDV_9K
3616,9K,1629,BIL,4021,GGW,5739,,0,CNA,8.912515338420958,BIL_GGW_9K
3617,9K,1629,BIL,4021,HVR,3604,,0,CNA,15.86723900239779,BIL_HVR_9K
3618,9K,1629,BIL,4021,OLF,7071,,0,CNA,39.38956602950423,BIL_OLF_9K
3619,9K,1629,BIL,4021,SDY,7065,,0,CNA,8.443188202416392,BIL_SDY_9K
3620,9K,1629,BOS,3448,ACK,3517,,0,CNA,29.972827171825607,BOS_ACK_9K
3621,9K,1629,BOS,3448,ALB,3864,,0,CNA,6.526194538903667,BOS_ALB_9K
3622,9K,1629,BOS,3448,AUG,3701,,0,CNA,3.563565724368898,BOS_AUG_9K
3623,9K,1629,BOS,3448,BHB,4025,,0,CNA,3.6554947610601785,BOS_BHB_9K
3624,9K,1629,BOS,3448,HYA,4278,,0,CNA,11.942640514692828,BOS_HYA_9K
3625,9K,1629,BOS,3448,LEB,5749,,0,CNA,13.122662528176887,BOS_LEB_9K
3626,9K,1629,BOS,3448,MVY,4265,,0,CNA,7.808784757629296,BOS_MVY_9K
3627,9K,1629,BOS,3448,PVC,6456,,0,CNA,7.652662764588533,BOS_PVC_9K
3628,9K,1629,BOS,3448,RKD,4026,,0,CNA,5.94076134240232,BOS_RKD_9K
3629,9K,1629,BOS,3448,RUT,5767,,0,CNA,5.752869169824986,BOS_RUT_9K
3630,9K,1629,BOS,3448,SLK,5770,,0,CNA,15.757456979443507,BOS_SLK_9K
3631,9K,1629,CGI,5728,STL,3678,,0,CNA,35.13919740811786,CGI_STL_9K
3635,9K,1629,EWB,5737,ACK,3517,,0,CNA,5.670957186906906,EWB_ACK_9K
3636,9K,1629,EWB,5737,HPN,3589,,0,CNA,4.688518874681618,EWB_HPN_9K
3637,9K,1629,EWB,5737,MVY,4265,,0,CNA,39.305986063204394,EWB_MVY_9K
3638,9K,1629,GDV,7070,BIL,4021,,0,CNA,39.29102300733915,GDV_BIL_9K
3639,9K,1629,GGW,5739,BIL,4021,,0,CNA,28.659993912503722,GGW_BIL_9K
3640,9K,1629,HPN,3589,HYA,4278,,0,CNA,7.824954351973991,HPN_HYA_9K
3641,9K,1629,HPN,3589,LEB,5749,,0,CNA,9.27568640628469,HPN_LEB_9K
3642,9K,1629,HPN,3589,MVY,4265,,0,CNA,7.3026236172214505,HPN_MVY_9K
3643,9K,1629,HVR,3604,BIL,4021,,0,CNA,14.260504953939613,HVR_BIL_9K
3644,9K,1629,HYA,4278,ACK,3517,Y,0,CNA,13.902764523972408,HYA_ACK_9K
3645,9K,1629,HYA,4278,BOS,3448,,0,CNA,3.3709638138185785,HYA_BOS_9K
3646,9K,1629,IRK,5744,STL,3678,,0,CNA,6.433371099228165,IRK_STL_9K
3647,9K,1629,LEB,5749,BOS,3448,,0,CNA,12.455834137160242,LEB_BOS_9K
3648,9K,1629,LEB,5749,HPN,3589,,0,CNA,3.5532070943450065,LEB_HPN_9K
3650,9K,1629,MSS,3546,ALB,3864,,0,CNA,6.462012873337382,MSS_ALB_9K
3651,9K,1629,MVY,4265,ACK,3517,,0,CNA,22.026009284862045,MVY_ACK_9K
3652,9K,1629,MVY,4265,BOS,3448,,0,CNA,3.1821612702538213,MVY_BOS_9K
3653,9K,1629,MVY,4265,EWB,5737,,0,CNA,5.1295237222322125,MVY_EWB_9K
3654,9K,1629,MVY,4265,HPN,3589,,0,CNA,11.718917068580108,MVY_HPN_9K
3655,9K,1629,MWA,6825,STL,3678,,0,CNA,5.385101617849605,MWA_STL_9K
3657,9K,1629,OGS,3724,ALB,3864,,0,CNA,7.523572980972751,OGS_ALB_9K
3658,9K,1629,OLF,7071,BIL,4021,,0,CNA,12.451490256792257,OLF_BIL_9K
3659,9K,1629,OWB,5758,STL,3678,,0,CNA,10.626986576481558,OWB_STL_9K
3660,9K,1629,PVC,6456,BOS,3448,,0,CNA,9.30960808015032,PVC_BOS_9K
3661,9K,1629,RKD,4026,BOS,3448,,0,CNA,19.508268579811986,RKD_BOS_9K
3662,9K,1629,RUT,5767,BOS,3448,,0,CNA,37.80941726922036,RUT_BOS_9K
3663,9K,1629,SDY,7065,BIL,4021,,0,CNA,9.464575128711772,SDY_BIL_9K
3673,9K,1629,SLK,5770,BOS,3448,,0,CNA,13.739284324348166,SLK_BOS_9K
3674,9K,1629,STL,3678,CGI,5728,,0,CNA,16.454105527660683,STL_CGI_9K
3675,9K,1629,STL,3678,IRK,5744,,0,CNA,15.900588582116233,STL_IRK_9K
3676,9K,1629,STL,3678,MWA,6825,,0,CNA,15.9895268578373,STL_MWA_9K
3677,9K,1629,STL,3678,OWB,5758,,0,CNA,22.90403696257687,STL_OWB_9K
3678,9K,1629,STL,3678,TBN,3665,,0,CNA,9.899588373257158,STL_TBN_9K
3679,9K,1629,STL,3678,UIN,5774,,0,CNA,9.353780263256859,STL_UIN_9K
3686,9K,1629,TBN,3665,STL,3678,,0,CNA,8.925540219604601,TBN_STL_9K
3687,9K,1629,UIN,5774,STL,3678,,0,CNA,4.474489143249451,UIN_STL_9K
4655,AA,24,ABE,4355,CLT,3876,Y,0,CR9 CR7 CRJ,7.950026246644838,ABE_CLT_AA
4656,AA,24,ABE,4355,PHL,3752,,0,DH3,9.930508030475137,ABE_PHL_AA
4657,AA,24,ABI,3718,DFW,3670,Y,0,ERD ER4 CRJ,8.756532077639909,ABI_DFW_AA
4658,AA,24,ABQ,4019,DFW,3670,,0,M83 M80,15.174436873124753,ABQ_DFW_AA
4659,AA,24,ABQ,4019,LAX,3484,Y,0,CR7 CRJ,11.494523636233438,ABQ_LAX_AA
4660,AA,24,ABQ,4019,ORD,3830,Y,0,E75,13.511106914125028,ABQ_ORD_AA
4661,AA,24,ABQ,4019,PHX,3462,Y,0,CRJ CR9,13.026634982149329,ABQ_PHX_AA
4664,AA,24,ACT,3700,DFW,3670,Y,0,ER4 ERD,14.522855113812234,ACT_DFW_AA
4667,AA,24,AEX,3852,DFW,3670,Y,0,ER4 CRJ ERD,12.208331636348223,AEX_DFW_AA
4669,AA,24,AGS,3658,CLT,3876,,0,DH8 CRJ,5.195667938056673,AGS_CLT_AA
4670,AA,24,AGS,3658,DCA,3520,Y,0,CRJ,8.60605784484498,AGS_DCA_AA
4675,AA,24,ALB,3864,CLT,3876,,0,319,2.088299763638072,ALB_CLT_AA
4676,AA,24,ALB,3864,DCA,3520,Y,0,E75 CRJ E70,17.844164774306208,ALB_DCA_AA
4677,AA,24,ALB,3864,PHL,3752,,0,DH3,13.983856098306862,ALB_PHL_AA
4678,AA,24,ALO,5718,ORD,3830,Y,0,ERD,17.160267473138116,ALO_ORD_AA
4679,AA,24,AMA,3840,DFW,3670,Y,0,ER4 CRJ ERD,5.402877302923882,AMA_DFW_AA
4685,AA,24,ANC,3774,LAX,3484,Y,0,737,9.533716666516439,ANC_LAX_AA
4686,AA,24,ANC,3774,PHX,3462,,0,319 320,7.867989994439234,ANC_PHX_AA
4692,AA,24,ART,3838,ORD,3830,Y,0,ERD,8.688765335780523,ART_ORD_AA
4693,AA,24,ART,3838,PHL,3752,Y,0,CRJ,11.561588625762607,ART_PHL_AA
4698,AA,24,ATL,3682,CLT,3876,Y,0,319 320 CR9 321,12.743837296171835,ATL_CLT_AA
4699,AA,24,ATL,3682,DFW,3670,,0,M80 319 M83,11.740673784565452,ATL_DFW_AA
4701,AA,24,ATL,3682,MIA,3576,,0,738,8.801254034868638,ATL_MIA_AA
4702,AA,24,ATL,3682,ORD,3830,Y,0,CR7 E75,9.93558808923862,ATL_ORD_AA
4703,AA,24,ATL,3682,PHL,3752,Y,0,E75 E90 319 CRJ E70,14.275361956162591,ATL_PHL_AA
4704,AA,24,ATL,3682,PHX,3462,Y,0,320 321,6.874692229350543,ATL_PHX_AA
4717,AA,24,AUS,3673,CLT,3876,Y,0,CR9,38.15528648661141,AUS_CLT_AA
4718,AA,24,AUS,3673,DFW,3670,,0,M80 738 M83,7.838286821396947,AUS_DFW_AA
4719,AA,24,AUS,3673,JFK,3797,,0,738,5.969909292063253,AUS_JFK_AA
4720,AA,24,AUS,3673,LAX,3484,,0,738 M83,13.681884508816948,AUS_LAX_AA
4722,AA,24,AUS,3673,MSY,3861,,0,,8.856172711793283,AUS_MSY_AA
4723,AA,24,AUS,3673,ORD,3830,,0,M83 M80,3.9660298734982784,AUS_ORD_AA
4724,AA,24,AUS,3673,PHL,3752,,0,319 E90,16.455839610023126,AUS_PHL_AA
4725,AA,24,AUS,3673,PHX,3462,,0,319,15.255149235290936,AUS_PHX_AA
4726,AA,24,AVL,4007,CLT,3876,,0,DH8 DH3,25.67896582412516,AVL_CLT_AA
4727,AA,24,AVP,4286,CLT,3876,,0,CRJ,25.29596131422887,AVP_CLT_AA
4728,AA,24,AVP,4286,PHL,3752,,0,DH3,25.386700112106144,AVP_PHL_AA
4729,AA,24,AZO,4039,ORD,3830,Y,0,ER4 ERD,14.382951360828088,AZO_ORD_AA
4739,AA,24,BDL,3825,CLT,3876,,0,320 321 319,7.380076083944043,BDL_CLT_AA
4740,AA,24,BDL,3825,DCA,3520,Y,0,E75 CRJ E70,10.768045283190071,BDL_DCA_AA
4741,AA,24,BDL,3825,DFW,3670,,0,738,9.38311795449605,BDL_DFW_AA
4742,AA,24,BDL,3825,LAX,3484,,0,738,5.762506775086129,BDL_LAX_AA
4743,AA,24,BDL,3825,MIA,3576,,0,738,7.7854062522171565,BDL_MIA_AA
4744,AA,24,BDL,3825,ORD,3830,Y,0,E75 ER4,16.255804263671784,BDL_ORD_AA
4745,AA,24,BDL,3825,PHL,3752,,0,319 DH3 E90,9.14260361749305,BDL_PHL_AA
4746,AA,24,BDL,3825,PIT,3570,Y,0,ER4,12.128997074642541,BDL_PIT_AA
4747,AA,24,BFL,3558,PHX,3462,Y,0,CRJ CR9,16.010783125223476,BFL_PHX_AA
4749,AA,24,BGM,4129,PHL,3752,,0,DH3,10.536990980640514,BGM_PHL_AA
4751,AA,24,BGR,3463,DCA,3520,Y,0,CRJ E70,16.757181731620147,BGR_DCA_AA
4752,AA,24,BGR,3463,PHL,3752,Y,0,E75 CRJ,4.293677465617154,BGR_PHL_AA
4754,AA,24,BHM,3811,CLT,3876,,0,CRJ CR7,14.738109628037394,BHM_CLT_AA
4755,AA,24,BHM,3811,DCA,3520,,0,CRJ,9.093784894886939,BHM_DCA_AA
4756,AA,24,BHM,3811,DFW,3670,,0,M80 M83,3.717123396119589,BHM_DFW_AA
4757,AA,24,BHM,3811,MIA,3576,Y,0,ER4,30.2249178680638,BHM_MIA_AA
4758,AA,24,BHM,3811,PHL,3752,,0,CRJ,4.580720690773743,BHM_PHL_AA
4765,AA,24,BMI,4037,DFW,3670,Y,0,ER4,5.643493643010762,BMI_DFW_AA
4766,AA,24,BMI,4037,ORD,3830,Y,0,ER4 ERD,5.828089288990091,BMI_ORD_AA
4767,AA,24,BNA,3690,CLT,3876,,0,319 CR7,6.277730362489653,BNA_CLT_AA
4768,AA,24,BNA,3690,DCA,3520,,0,CRJ,7.586017890931133,BNA_DCA_AA
4769,AA,24,BNA,3690,DFW,3670,,0,M80 738 M83,28.013107848948493,BNA_DFW_AA
4770,AA,24,BNA,3690,JFK,3797,Y,0,ER4,7.342614104943727,BNA_JFK_AA
4771,AA,24,BNA,3690,LAX,3484,,0,738,13.558187907981806,BNA_LAX_AA
4772,AA,24,BNA,3690,LGA,3697,Y,0,CR7,8.026456699197116,BNA_LGA_AA
4773,AA,24,BNA,3690,MIA,3576,,0,738,9.641347220673696,BNA_MIA_AA
4774,AA,24,BNA,3690,ORD,3830,Y,0,ERD ER4 CR7 E75,3.918557296057616,BNA_ORD_AA
4775,AA,24,BNA,3690,PHL,3752,,0,CRJ,38.60798254867175,BNA_PHL_AA
4788,AA,24,BOI,3495,PHX,3462,,0,319,4.069327024000319,BOI_PHX_AA
4790,AA,24,BOS,3448,BUF,3820,Y,0,CRJ,41.03054232773784,BOS_BUF_AA
4791,AA,24,BOS,3448,CLT,3876,,0,319 321 320 E90,23.838372896586947,BOS_CLT_AA
4793,AA,24,BOS,3448,DCA,3520,,0,319 E90,35.34652289668166,BOS_DCA_AA
4794,AA,24,BOS,3448,DFW,3670,,0,738 757,13.708348513500175,BOS_DFW_AA
4795,AA,24,BOS,3448,JFK,3797,,0,738,12.64258196624464,BOS_JFK_AA
4796,AA,24,BOS,3448,LAX,3484,,0,738 757,7.867989994439234,BOS_LAX_AA
4797,AA,24,BOS,3448,LGA,3697,,0,E90 319,10.536990980640514,BOS_LGA_AA
4800,AA,24,BOS,3448,MDT,3542,,0,DH3,12.986508474724928,BOS_MDT_AA
4801,AA,24,BOS,3448,MIA,3576,,0,757 738,7.125302045955035,BOS_MIA_AA
